Année,nom des bénéficiaires,Montant du fonds de concours ou de la subvention (numéraire),Prestations en nature
2016,ECOLE DES GRANDS-PARENTS EUROPEENS BORDEAUX-GIRONDE - EGPE BORDEAUX-GIRONDE,0,Locaux
2016,ECOLE ESSENTIALISTE,0,Locaux
2016,ECOLE MUNICIPALE DE NATATION,0,Equipements sportifs
2016,ECOUTE S'IL PLEUT,0,Locaux
2016,ECOUTER SON CORPS,0,"Locaux, équipements sportifs"
2016,EINAI,0,Locaux
2016,ELLES CONNECT,0,Locaux
2016,EN MARCHE,0,Locaux
2016,ENDOFRANCE,0,Locaux
2016,ENFANCE ET FAMILLES D'ADOPTION DE LA GIRONDE - ASSOCIATION DES FOYERS ADOPTIFS DE GIRONDE (EFA 33),0,Locaux
2016,ENSEMBLE OSKAR ALBERTO,0,Locaux
2016,ENSEMBLE UN,0,"Locaux, matériel pour manifestations"
2016,ENSEMBLE VOCAL JUBILATE,0,Locaux
2016,ENTRAIDE SCOLAIRE AMICALE (ESA),0,Locaux
2016,ESCAPADES 33,0,Locaux
2016,ESKUALDUNEN BILTZARRA - BORDELEKO ESKUAL ETXEA ou MAISON BASQUE DE BORDEAUX,0,"Equipements sportifs, matériel pour manifestations"
2016,ESPACE DECOUVERTE MADAGASCAR,0,Locaux
2016,ESPACE INTER HANDICAP EUROPEEN A HAUTEUR D'HOMME,0,Locaux
2016,"ESPACES MARX AQUITAINE BORDEAUX GIRONDE - EXPLORER, CONFRONTER, INNOVER",0,Locaux
2016,ESPOIR 33,0,Locaux
2016,ESPRIT ETUDIANT-MONTESQUIEU,0,Matériel pour manifestations
2016,ESSPLICITE,0,Locaux
2016,ETUDIANTS MUSULMANS DE FRANCE BORDEAUX - EMF BORDEAUX,0,Locaux
2016,"EUROPEAN MENTORING & COACHING COUNCIL, L'ASSOCIATION EUROPEENNE DE COACHING",0,Locaux
2016,EXPLORER LE SENTIR,0,Locaux
2016,FAIS UN VOEU MAKE-A -WISH ® FRANCE,0,Locaux
2016,FAIT DE CI DE SOI,0,Matériel pour manifestations
2016,FC CARTES ET SERVICES,0,Equipements sportifs
2016,FEDERATION ADDICTION,0,Locaux
2016,FEDERATION ADMR GIRONDE,0,Locaux
2016,FEDERATION DE LA GIRONDE POUR LA PECHE ET LA PROTECTION MILIEU AQUATIQUE (FDAAPPMA DE LA GIRONDE),0,Locaux
2016,FEDERATION DE PSYCHANALYSE CONTEMPORAINE - FPC,0,Locaux
2016,FEDERATION DEPARTEMENTALE DU SECOURS POPULAIRE FRANCAIS,0,"Locaux, matériel pour manifestations"
2016,FEDERATION DES DESIGNERS EN AQUITAINE (FDA),0,Locaux
2016,FEDERATION DES MANDATAIRES JUDICIAIRES INDEPENDANTS A PROTECTION MAJEURS AQUITAINE (FMJI AQUITAINE),0,Locaux
2016,FEDERATION FRANCAISE DE NATATION,0,Matériel pour manifestations
2016,FEDERATION FRANCAISE DES PSYCHOLOGUES ET DE PSYCHOLOGIE - FFPP,0,Locaux
2016,FEDERATION GIRONDINE DE GENEALOGIE - FGG,0,Locaux
2016,FEDERATION MUSULMANE DE LA GIRONDE,0,Matériel pour manifestations
2016,FEDERATION NATIONALE D'AIDE AUX INSUFFISANTS RENAUX D'AQUITAINE - FNAIR AQUITANE,0,Locaux
2016,FEDERATION NATIONALE DES SERVICES SOCIAUX SPECIALISES DE PROTECTION DE L'ENFANCE - FN3S,0,Locaux
2016,FEDERATION POUR LA RECHERCHE SUR LE CERVEAU - CAMPAGNE DU NEURODON 2004,0,Locaux
2016,FEDERATION REGIONALE DES DECORES DU TRAVAIL NOUVELLE-AQUITAINE (FRDT),0,"Locaux, matériel pour manifestations"
2016,FEDERATION SYNDICALE UNITAIRE 33 - FSU 33,0,Matériel pour manifestations
2016,FEMMES INTERNATIONALES MURS BRISES,0,"Locaux, matériel pour manifestations"
2016,FISH AND SHOES,0,Locaux
2016,FITNESS FREESTYLE,0,Locaux
2016,FOIRE AUX PLAISIRS DE BORDEAUX,0,Matériel pour manifestations
2016,FONDA SUD-OUEST,0,Locaux
2016,FONDATION DU PATRIMOINE - DELEGATION AQUITAINE,0,Matériel pour manifestations
2016,FONDATION MAISON DE LA GENDARMERIE,0,Locaux
2016,FOOT LOISIRS DOCKERS DE BORDEAUX,0,"Locaux, équipements sportifs"
2016,FOOTBALL CLUB DE LA PRESSE BORDELAISE,0,Equipements sportifs
2016,FOOTBALL-CLUB BORDEAUX OCEAN,0,Equipements sportifs
2016,FOOTBALL-CLUB ROUGE,0,Equipements sportifs
2016,FORCE FEMMES,0,Locaux
2016,FORRO BORDEAUX,0,Locaux
2016,FORUM DES CULTURES ET DES TRADITIONS,0,Locaux
2016,FOYER SOCIO-EDUCATIF DU COLLEGE ALAIN FOURNIER,0,Locaux
2016,FRANCE ALZHEIMER GIRONDE,0,Locaux
2016,FRANCE AMERIQUE LATINE COMITE BORDEAUX GIRONDE,0,Locaux
2016,FRANCE PLUS GIRONDE,0,Locaux
2016,FRANCE PSORIASIS,0,Locaux
2016,FRANCE PARKINSON,0,Locaux
2016,"GABON, SOLIDARITE ET PAIX",0,Locaux
2016,GARGANTUA,0,Locaux
2016,GASP'ART,0,Locaux
2016,GAZELLISSIMES,0,Matériel pour manifestations
2016,GEAR LOCKER,0,Locaux
2016,"GEM ""LES NEUROFESTIFS 33""",0,Locaux
2016,GIRONDE ROUMANIE ECHANGES ET CULTURE,0,Locaux
2016,GIRONDINS DE BORDEAUX TIR,0,Matériel pour manifestations
2016,GRAIN DE SABLE,0,Locaux
2016,GRAINES DE SOLIDARITE,0,Matériel pour manifestations
2016,GROUPE ATTAC 33,0,Locaux
2016,GROUPE D'ETUDE POUR L'INSERTION SOCIALE DES PERSONNES PORTEUSES D'UNE TRISOMIE 21 - GEIST 21,0,Locaux
2016,GROUPE LOCAL ACTION DES CHRETIENS POUR L'ABOLITION DE LA TORTURE DE BORDEAUX,0,Locaux
2016,GROUPE PASSERELLE,0,"Communication, locaux"
2016,GROUPE VOCAL ARPEGE DE BORDEAUX,0,"Locaux, matériel pour manifestations"
2016,GROUPEMENT DES RETRAITES EDUCATEURS SANS FRONTIERES - GREF,0,Locaux
2016,GYMNASTIQUE VOLONTAIRE BORDEAUX BASTIDE,0,Equipements sportifs
2016,GYMNASTIQUE VOLONTAIRE BORDEAUX LOUCHEUR,0,Locaux
2016,GYMNASTIQUE VOLONTAIRE CHAUFFOUR,0,Equipements sportifs
2016,GYMNASTIQUE VOLONTAIRE LESCURE,0,Equipements sportifs
2016,GYMNASTIQUE VOLONTAIRE PERGOLA STEHELIN,0,"Locaux, équipements sportifs"
2016,GYMNASTIQUE VOLONTAIRE QUARTIER ST NICOLAS,0,Locaux
2016,H NORD ECOQUARTIER DE BORDEAUX - H NORD,0,Locaux
2016,HABAD LOUBAVITCH BORDEAUX,0,Matériel pour manifestations
2016,HABITATS JEUNES SIMONE NOAILLES,0,Matériel pour manifestations
2016,HAITI EN VIE,0,Locaux
2016,HALEIWA,0,Equipements sportifs
2016,HANDICAP INTERNATIONAL,0,Matériel pour manifestations
2016,HANDISPORT 33 AMICALE SPORTIVE DES HANDICAPES PHYSIQUES D'AQUITAINE - ASHPA,0,Locaux
2016,HARMONIE STRETCH ET DETENTE,0,Equipements sportifs
2016,HISTOIRE(S) DE LA BASTIDE,0,Locaux
2016,HORS BORD,0,Matériel pour manifestations
2016,ICRONOS,0,"Locaux, matériel pour manifestations"
2016,IDEH - INITIATIVES POUR LE DEVELOPPEMENT HUMAIN,0,Locaux
2016,ILOT DES MOTS,0,Locaux
2016,INNER WHEEL CLUB DE BORDEAUX MEDOC,0,Locaux
2016,INSTANCE REGIONALE D'EDUCATION ET DE PROMOTION SANTE NOUVELLE-AQUITAINE (IREPS NOUVELLE-AQUITAINE),0,Locaux
2016,INSTANTS BORDELAIS,0,Matériel pour manifestations
2016,INSTITUT BERGONIE,0,"Equipements sportifs, matériel pour manifestations"
2016,INSTITUT DE FORMATION ET D'APPUI AUX INITIATIVES DE DEVELOPPEMENT - IFAID AQUITAINE,0,Locaux
2016,INSTITUT DE JOURNALISME BORDEAUX AQUITAINE,0,Equipements sportifs
2016,INSTITUT MACONNIQUE D'AQUITAINE,0,Locaux
2016,INSTITUT MEDICO-PEDAGOGIQUE SAINT JOSEPH,0,Equipements sportifs
2016,INSTITUT REGIONAL DES SOURDS ET DES AVEUGLES - IRSA,0,Matériel pour manifestations
2016,IRON SPORT BORDEAUX,0,Equipements sportifs
2016,ITAL'ICI,0,Locaux
2016,JARDIN ET ECOTOURISME,0,Locaux
2016,JETER L'ENCRE,0,Locaux
2016,JEUNE ACADEMIE VOCALE D'AQUITAINE,0,Locaux
2016,JEUNE BALLET D AQUITAINE,0,"Locaux, matériel pour manifestations"
2016,JUDO-CLUB GIRONDIN OMNISPORTS,0,Equipements sportifs
2016,KALINA'GO,0,Locaux
2016,KARAVAN BORDELAISE,0,Locaux
2016,KAZ ANANDA,0,Locaux
2016,KEEP A BREAST EUROPE FOUNDATION,0,Locaux
2016,KI E KI,0,Locaux
2016,KILOMBO KINTWADI,0,Locaux
2016,KPOP DANCE MOVE BORDEAUX - KDM BORDEAUX,0,Locaux
2016,KUNG-FU WUSHU ACADEMIE (KFWA),0,Equipements sportifs
2016,L'AMICALE DES CHINOIS DU SUD-OUEST (ADCSO),0,"Locaux, matériel pour manifestations"
2016,L'ASSOCIATION DES BISSAU-GUINEENS,0,Locaux
2016,L'ASSOCIATION SLAVE,0,Matériel pour manifestations
2016,L'ASSOS DIET,0,Locaux
2016,L'ATELIER CHOREGRAPHIQUE,0,Locaux
2016,L'ATELIER VIDEO PIRATE,0,Locaux
2016,L'ATEUL,0,Matériel pour manifestations
2016,L'AUTRE - ASSOCIATION DES ETUDIANTS EN ANTHROPOLOGIE SOCIALE ET CULTURELLE,0,Locaux
2016,L'ERE H,0,Locaux
2016,L'ESTEY,0,Locaux
2016,L'INSTITUT BORDELAIS DE STYLISME MODELISME,0,Matériel pour manifestations
2016,L'OLYMPIQUE-CLUB BORDELAIS - OCB,0,Equipements sportifs
2016,L'ORANGEADE,0,Matériel pour manifestations
2016,L'OSTAU OCCITAN,0,Matériel pour manifestations
2016,LA CIGOGNE,0,Locaux
2016,LA CLE DU QUAI,0,Locaux
2016,"LA COMPAGNIE ""LES FOUS DE LA RAMPE""",0,Locaux
2016,LA COMPAGNIE CHRONIQUE,0,Locaux
2016,LA COMPAGNIE DES FIGURES,0,Locaux
2016,LA COMPAGNIE GARONOTES,0,Locaux
2016,LA COUR DES ENFANTS,0,Locaux
2016,LA DAME A LA LICORNE,0,Locaux
2016,LA GALERIE EPHEMERE,0,Locaux
2016,LA GYM SUEDOISE BORDEAUX,0,Equipements sportifs
2016,LA HOULETTE,0,Matériel pour manifestations
2016,LA MAIN A L’OREILLE,0,Locaux
2016,LA MAISON DE MARIE,0,Matériel pour manifestations
2016,LA MANIF POUR TOUS 33,0,Locaux
2016,LA MARMAILLE,0,Locaux
2016,LA MOBYLETTE,0,Locaux
2016,LA PARENTELE,0,Matériel pour manifestations
2016,LA PLUME ET L'OREILLE,0,Locaux
2016,LA ROUTE DES VINS,0,Equipements sportifs
2016,LABE'ART,0,Matériel pour manifestations
2016,LACLE - LA MAISON DES PARENTS ET DES MINEURS,0,Locaux
2016,LADAPT LIGUE ADAPTATION DIMINUES PHYSIQUE AU TRAVAIL,0,Locaux
2016,LADIES' CIRCLE BORDEAUX 20,0,Locaux
2016,LAFEDERATION 33,0,Locaux
2016,LATINO MEX BORDEAUX,0,Locaux
2016,LAXMI GIRONDE,0,"Locaux, matériel pour manifestations"
2016,LE CANNELE D'ADRESSES,0,Matériel pour manifestations
2016,LE CHAINON MANQUANT,0,Matériel pour manifestations
2016,LE CHOEUR VOYAGEUR,0,"Locaux, matériel pour manifestations"
2016,LE LABO DES HISTOIRES SECTION SUD-ATLANTIQUE,0,Locaux
2016,LE LABO DES LETTRES,0,Locaux
2016,LE LYS ET LE LEOPARD,0,Locaux
2016,LE P'TIT BOUT DE QUARTIER,0,Matériel pour manifestations
2016,LE PETIT INSTITUT DE CHINE : ECOLE D'ARTS MARTIAUX ET CULTURE CHINOISE,0,"Equipements sportifs, matériel pour manifestations"
2016,LE RELAIS GIRONDE,0,Matériel pour manifestations
2016,LE THEATRE DES EGREGORES,0,Locaux
2016,LEGATO CIE,0,Locaux
2016,LEO CLUB BORDEAUX INTERNATIONAL - LBI,0,Locaux
2016,LES AMIS AQUITAINS DES SEMAINES SOCIALES DE FRANCE,0,Locaux
2016,LES AMIS DE BORDEAUX-SUD,0,Locaux
2016,LES AMIS DE LA RUE KLEBER,0,Locaux
2016,LES AMIS DE LA TERRE GIRONDE,0,Locaux
2016,LES ANCIENS DE BACALAN CLAVEAU,0,"Locaux, matériel pour manifestations"
2016,LES ANNALES DE L'ESPRIT,0,Locaux
2016,LES BORDELUCHES,0,Locaux
2016,LES BRUITS DE LA RUE,0,Locaux
2016,LES COQUELICOTS,0,Locaux
2016,LES COUCOUS,0,Locaux
2016,LES DOSSIERS D'AQUITAINE ET D'AILLEURS,0,Matériel pour manifestations
2016,LES ENTREPRENEURS ET DIRIGEANTS CHRETIENS,0,Locaux
2016,LES FEES REIKI,0,Locaux
2016,LES FEES RUE,0,Matériel pour manifestations
2016,LES FILLES D'A COTE,0,Locaux
2016,LES GOUPILS,0,Locaux
2016,LES HABITANTS ET RIVERAINS DU QUARTIER SAINT-GENES-BOURSE DU TRAVAIL - COSTEDOAT,0,Matériel pour manifestations
2016,LES IMPROVISATEURS ANONYMES,0,Locaux
2016,LES INDEPENDANTS PLASTICIENS DE BORDEAUX,0,Locaux
2016,LES INSTRUMENTS ANCIENS DE BORDEAUX,0,Locaux
2016,LES JOIES HUMAINES,0,Locaux
2016,LES MORPHOGENISTES,0,Locaux
2016,LES MUSCLES BORDELAIS,0,Equipements sportifs
2016,LES PETITS TRETEAUX,0,Locaux
2016,LES PINSONS,0,Locaux
2016,LES PRODUCTIONS DE L'ANGE,0,Locaux
2016,LES RIVERAINS DU STADE PROMIS,0,Locaux
2016,LES ROSES DE DAMAS,0,Locaux
2016,LES VAILLANTS DE SAINT SEURIN,0,Matériel pour manifestations
2016,LES Z'ARPETES,0,Matériel pour manifestations
2016,LESBIAN & GAY PRIDE BORDEAUX DITE AUSSI LGP BORDEAUX,0,Matériel pour manifestations
2016,LIBRE PENSEE,0,Locaux
2016,LICHORE,0,Locaux
2016,LIGUE CONTRE LE CANCER,0,"Locaux, matériel pour manifestations"
2016,LIGUE D'AQUITAINE DE HANDBALL,0,Matériel pour manifestations
2016,LIGUE D'AQUITAINE DE VOLLEY BALL,0,Matériel pour manifestations
2016,LIGUE FRANÇAISE POUR LA DEFENSE DROITS DE L'HOMME ET DU CITOYEN (LDH) ET LIGUE DROITS DE L'HOMME,0,Locaux
2016,LIGUE NATIONAL DE RUGBY,0,Equipements sportifs
2016,LIONS BORDEAUX SAINT AUGUSTIN,0,"Locaux, matériel pour manifestations"
2016,LIONS CLUB BORDEAUX - EUROPE - DISTRICT 103 SUD-OUEST,0,"Locaux, matériel pour manifestations"
2016,LIONS CLUB BORDEAUX LE BOUSCAT,0,Locaux
2016,LIONS CLUB BORDEAUX RIVE-GAUCHE,0,Matériel pour manifestations
2016,LIONS CLUB BORDEAUX TOURNY,0,"Locaux, matériel pour manifestations"
2016,LIONS CLUB DE BORDEAUX LA FAYETTE,0,Matériel pour manifestations
2016,LIONS CLUB DE BORDEAUX CAUDERAN,0,Matériel pour manifestations
2016,LOS TREINTA Y TRES,0,"Locaux, matériel pour manifestations"
2016,LOUONS L'ETERNEL,0,Locaux
2016,LUNA D'AIGA,0,Locaux
2016,LUPUS DE FRANCE,0,Locaux
2016,"L’ASSOCIATION POUR LE MAINTIEN DE L’AGRICULTURE PAYSANNE DITE ""L’AMAP CAUDERANAISE""",0,Locaux
2016,MACCABI SPORTS DE BORDEAUX,0,"Equipements sportifs, matériel pour manifestations"
2016,MADE IN MOVEMENT,0,Locaux
2016,MAGNETOGRAMMES ASSOCIATION,0,Locaux
2016,MAISON D'ALGERIE EN AQUITAINE,0,"Locaux, matériel pour manifestations"
2016,MAISON DE LA NATURE ET DE L'ENVIRONNEMENT,0,Locaux
2016,MAISON DES METIERS DE L'IMPRIMERIE,0,Locaux
2016,MAISON DES SOURDS DE LA GIRONDE - MS 33,0,Locaux
2016,MAJ,0,Locaux
2016,MAM'OURS,0,Matériel pour manifestations
2016,MANTA PLONGEE,0,Equipements sportifs
2016,MARATHON JOB EUROPA,0,Matériel pour manifestations
2016,"MAROC, DEVOIRS ET DROITS",0,Matériel pour manifestations
2016,MAWA DE GIRONDE,0,Locaux
2016,MBOLO ASSOCIATION DES GABONAIS DE LA GIRONDE,0,Locaux
2016,MELTING SIGNES,0,Locaux
2016,MENSA AQUITAINE,0,Locaux
2016,MHIGE INSEEC - MISSION INTER GRANDES ECOLES DE L'INSEEC,0,Matériel pour manifestations
2016,MINE DE RIEN,0,"Locaux, matériel pour manifestations"
2016,MIRAIL INFORMATIQUE,0,Matériel pour manifestations
2016,MOTO CLUB HEXAGON 33,0,Locaux
2016,MOTS ET MATIERES(S),0,Locaux
2016,MOUVEMENT EUROPEEN FRANCE-GIRONDE,0,Locaux
2016,MUSIC'S COOL,0,Locaux
2016,MUSICA IN CATHEDRA,0,Locaux
2016,MUSIQUE MUNICIPALE,0,Equipements sportifs
2016,MUSIQUES EN ROUTE,0,Locaux
2016,MY KARTEL,0,Matériel pour manifestations
2016,NACAO PALMARES CAPOEIRA DE BORDEAUX,0,Equipements sportifs
2016,NIRE LAGUNA THOMAS,0,Matériel pour manifestations
2016,NOTRE DAME DE BARRAILS,0,Locaux
2016,NOTRE ITALIE,0,Locaux
2016,NOUS CITOYENS,0,Locaux
2016,NOUS VOULONS LIRE !,0,Locaux
2016,NOUVEAU COMITE FOIRE AUX PLAISIRS,0,Communication
2016,NOUVELLE DONNE,0,Locaux
2016,OCCS,0,Locaux
2016,OCTANDRE,0,"Locaux, matériel pour manifestations"
2016,OFFICE ARTISTIQUE DE REGION AQUITAINE,0,Matériel informatique
2016,OFFICIERS DE RESERVE,0,Locaux
2016,OKIWI,0,Locaux
2016,ONG QUISHUAR,0,Locaux
2016,OPERA BASTIDE,0,Locaux
2016,OPUS 33,0,Locaux
2016,ORGANISATION SOCIO-CULTURELLE DE BORDEAUX IV OSB IV,0,Matériel pour manifestations
2016,OSEZ LE FEMINISME 33 !,0,Locaux
2016,OUI A LA VIE,0,Locaux
2016,PALLIAQUITAINE,0,Locaux
2016,PARTI OUVRIER INDEPENDANT DEMOCRATIQUE DE LA GIRONDE - POID33,0,Locaux
2016,PASSERELLES ET COMPETENCES,0,Locaux
2016,PAUSE-CAFE,0,Locaux
2016,PENA FLAMENCA COPAS Y COMPAS,0,Locaux
2016,PENA MADRIDISTA DE BORDEAUX,0,Equipements sportifs
2016,PERCEPTA - TAI CHI CHUAN ET DEVELOPPEMENT PERSONNEL,0,Equipements sportifs
2016,PERES & FILS RUGBY 33,0,"Equipements sportifs, matériel pour manifestations"
2016,PETANQUE BACALANAISE,0,"Locaux, matériel pour manifestations"
2016,PETANQUE CLUB EMILE COMBES,0,Locaux
2016,PEUPLES SOLIDAIRES,0,Locaux
2016,PHENIX DE BELCIER,0,Locaux
2016,PHOTO CLUB DE BORDEAUX,0,Locaux
2016,PICTUR'ART,0,Locaux
2016,PLAN INTERNATIONAL FRANCE - PLAN FRANCE,0,Locaux
2016,PLANETE BORDEAUX,0,Matériel pour manifestations
2016,PLATEFORME AQUITAINE DE COMMERCE EQUITABLE - PLACE,0,Matériel pour manifestations
2016,PLENI'OM,0,Locaux
2016,POINT RENCONTRE DE BORDEAUX,0,Locaux
2016,POLIFONIA ELIANE LAVAIL,0,Locaux
2016,POLSKIE BORDEAUX,0,Locaux
2016,POLYCAP 33,0,Locaux
2016,"POUR UN COMMERCE ETHIQUE DE L'ART, RENCONTRES, TOURISME - PUCEART",0,"Locaux, matériel pour manifestations"
2016,POUR UN SOURIRE D'ENFANT AQUITAINE,0,Locaux
2016,PRISME,0,Locaux
2016,PROF'APA,0,Equipements sportifs
2016,PROJETS HORS LES MURS - PHM,0,Matériel pour manifestations
2016,PROMETHEE,0,Locaux
2016,QUETZALCOATL,0,Locaux
2016,RADIO CHU,0,Locaux
2016,RASSEMBLEMENT DU PEUPLE SOUVERAIN POUR UNE FRANCE INDEPENDANTE ET UNE REPUBLIQUE SOCIALE,0,Locaux
2016,REBATIR LA FRANCE,0,Locaux
2016,REG'ARTS D'AILLEURS,0,Matériel pour manifestations
2016,REGGAE SUN SKA,0,Matériel pour manifestations
2016,RELAIS AMICAL MALAKOFF MEDERIC BORDEAUX AQUITAINE,0,"Locaux, matériel pour manifestations"
2016,RESEAU AQUITAIN DES MUSIQUES ACTUELLES - RAMA,0,Locaux
2016,RESEAU FRANCAIS SUR L’ENTENTE DE VOIX (REV FRANCE),0,Locaux
2016,RESEAUX ADOS GIRONDE,0,Locaux
2016,RIVE DROITE 2000,0,Matériel pour manifestations
2016,ROLLER DERBY BORDEAUX CLUB,0,Locaux
2016,ROSE ATTITUDE BORDEAUX,0,Equipements sportifs
2016,ROTARY CLUB DE BORDEAUX-OUEST,0,Locaux
2016,ROTARY-CLUB DE BORDEAUX-SUD,0,"Locaux, matériel pour manifestations"
2016,SAAPERLIPOPETTE,0,"Locaux, matériel pour manifestations"
2016,SAINT MARTIN BORDEAUX CULTURAL CONNECTIONS,0,Locaux
2016,SALAM,0,Locaux
2016,SASP FOOTBALL CLUB DES GIRONDINS DE BORDEAUX,0,Matériel pour manifestations
2016,SCOUTS ET GUIDES DE FRANCE - Section de Tarbes,0,Locaux
2016,SE CANTO BASTIDE,0,Locaux
2016,SECOURS CATHOLIQUE-CARITAS FRANCE (DELEGATION DE LA GIRONDE),0,"Locaux, matériel pour manifestations"
2016,SECUCAF BORDEAUX FOOTBALL D'ENTREPRISE,0,Equipements sportifs
2016,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE LA GIRONDE,0,Matériel pour manifestations
2016,SERVICE UNIVERSITAIRE DES ACTIVITES PHYSIQUES ET SPORTIVES (SUAPS),0,Equipements sportifs
2016,SIDACTION,0,Communication
2016,SOCIETE BORDELAISE D'AQUARELLE,0,Locaux
2016,SOCIETE D'ENTRAIDE DES MEMBRES DE LA LEGION D'HONNEUR COMITE DE BORDEAUX SECTEUR CAUDERAN,0,Locaux
2016,SOCIETE D'HISTOIRE DE BORDEAUX,0,Locaux
2016,SOCIETE DE GEOGRAPHIE DE BORDEAUX,0,Locaux
2016,SOCIETE DES AMIS DU MUSEE DES BEAUX-ARTS DE BORDEAUX,0,Locaux
2016,SOCIETE DES BIBLIOPHILES DE GUYENNE,0,Locaux
2016,SOCIETE DES COMPAGNONS DU TOUR DE France DU DEVOIR EGALITAIRE - CHAMBRE COMPAGNONALE DE BORDEAUX,0,Locaux
2016,SOCIETE DES FETES CAUDERANAISES,0,Locaux
2016,SOCIETE DES NEUROSCIENCES,0,Locaux
2016,SOCIETE SYMPHONIQUE DE BORDEAUX CAUDERAN,0,Equipements sportifs
2016,SOLIDARITE-LOGEMENT BORDEAUX-BOULEVARDS,0,Locaux
2016,SOMATO-PSYCHO-PEDAGOGIE EN AQUITAINE,0,Locaux
2016,SONG LONG BORDEAUX,0,Equipements sportifs
2016,SOS PLACE GAMBETTA,0,Locaux
2016,"SOUTIEN, CULTURE ET LOISIRS DES MAGHREBINS ET ALGERIENS EN AQUITAINE - SCELMAA",0,"Locaux, matériel pour manifestations"
2016,SPECIAL OLYMPICS FRANCE (SOF),0,Matériel pour manifestations
2016,SPHERE CPP BORDEAUX,0,Matériel pour manifestations
2016,STELLA MONTIS,0,Matériel pour manifestations
2016,STOP AND GO DANCE 33,0,Equipements sportifs
2016,SUKHALI - AIDE AU DEVELOPPEMENT LOCAL PAR LES FEMMES AU SENEGAL,0,Locaux
2016,SURVIE GIRONDE,0,Locaux
2016,"SYNDICAT DES QUARTIERS BELCIER, CARLE VERNET",0,Matériel pour manifestations
2016,T.E.A. TIME - TALENTUEUX EMOTIFS ANONYMES,0,Matériel pour manifestations
2016,TANGO BORDEAUX,0,"Locaux, matériel pour manifestations"
2016,TANGO HOY,0,Locaux
2016,TANGO MILONGUERO BORDEAUX,0,Locaux
2016,TANGO NOMADE,0,"Locaux, équipements sportifs"
2016,TASHI DELEK BORDEAUX ASSOCIATION GIRONDINE POUR LE TIBET,0,Locaux
2016,TATHATA- VRINDHAM AQUITAINE,0,Locaux
2016,TCHERNOBLAYE,0,Locaux
2016,TEMPS DE PAROLE ASSOCIATION SANTE ET SECURITE PROFESSIONNELLES,0,Locaux
2016,TENNIS CLUB DE BORDEAUX,0,"Locaux, matériel pour manifestations"
2016,TERANGA,0,Locaux
2016,TERANUI TAHITI,0,Locaux
2016,TERIYA,0,Locaux
2016,TERRA FEES,0,Matériel pour manifestations
2016,THEATR'ACTION,0,Locaux
2016,THEATRE DE L'ESCALE,0,"Locaux, matériel pour manifestations"
2016,THEATRE DES TAFURS,0,Locaux
2016,THEATRE FEMINA,0,Matériel pour manifestations
2016,THEATRE-EDUCATION-AQUITAINE,0,Locaux
2016,THEATRIUM,0,Locaux
2016,THIANT GUI,0,Locaux
2016,THOTH CIVILISATION SANS FRONTIERES,0,Locaux
2016,TOURING PEDESTRE BORDELAIS,0,Locaux
2016,TRACE UNE DIAGONALE,0,Locaux
2016,TRADOBORDELEAU,0,Locaux
2016,TRANZIT KREOL,0,Locaux
2016,TRAUMATISES CRANIENS ASSISTANCE,0,"Locaux, matériel pour manifestations"
2016,TREMPLIN UTC,0,Locaux
2016,ULCR,0,Locaux
2016,ULTRAS BB,0,Locaux
2016,UNICEF,0,Locaux
2016,UNION ALCOOLIQUES ANONYMES,0,Locaux
2016,UNION AU DEVELOPPEMENT AFRICAIN - UDA,0,Locaux
2016,UNION COOP DE LA PAGE BLANCHE,0,Equipements sportifs
2016,UNION DEPARTEMENTALE CFDT DE LA GIRONDE,0,Matériel pour manifestations
2016,UNION DES AVEUGLES ET DEFICIENTS VISUELS,0,Matériel pour manifestations
2016,UNION DES TRAVAILLEURS IVOIRIENS DE FRANCE - UTIF,0,Locaux
2016,UNION GENERALE SPORTIVE DE L'ENSEIGNEMENT LIBRE DE LA GIRONDE,0,Matériel pour manifestations
2016,"UNION GIRONDINE DES RETRAITES MILITAIRES, ANCIENS MILITAIRES ET DE LEURS CONJOINTS (URM 33)",0,Locaux
2016,UNION NATIONALE DES AMIS ET FAMILLES DE MALADES PSYCHIQUES - UNAFAM,0,Locaux
2016,UNION NATIONALE DU SPORT SCOLAIRE - DIRECTION REGIONALE,0,"Equipements sportifs, matériel pour manifestations"
2016,UNION REGIONALE PACT HABITAT ET DEVELOPPEMENT DE LA REGION AQUITAINE,0,Locaux
2016,UNIVERSEUL,0,Matériel pour manifestations
2016,UNIVERSITE BORDEAUX MONTAIGNE BORDEAUX III - BIBLIOTHEQUE FRANCO-ALLEMANDE (BIFA),0,Matériel pour manifestations
2016,UNIVERSITE POPULAIRE DE BORDEAUX - UPB,0,Locaux
2016,URPS - AQUITAINE,0,Locaux
2016,UTOPIA,0,Locaux
2016,"V'INSEEC BORDEAUX, VINS ET SPIRITUEUX",0,Matériel pour manifestations
2016,VA K BAND,0,Locaux
2016,VACANCES ANIMATION LOISIRS TOURISME 33 - VALT 33,0,Locaux
2016,VACANCES TOURISME FAMILLES - VTF,0,Locaux
2016,VAHINE ORA,0,Locaux
2016,VARIANCE MELODIE,0,Locaux
2016,VILLA 88,0,Matériel pour manifestations
2016,VILLAGE D'AUDEGE,0,Matériel pour manifestations
2016,VISIONS CROISEES,0,Locaux
